metric,ref_to_tar,tar_to_ref
mean,0.005510317261483782,0.0039236017802434546
rms,0.008770980329600135,0.005538742900546073
std,0.006823965095164713,0.003909350583974264
p50,0.0030985595099944107,0.003021828350611131
p90,0.019839294010158614,0.005570601989317401
p95,0.02458284274956247,0.012302379156982676
p99,0.027894552687154482,0.02283009321988133
max,0.02927204205402474,0.026615602145653932
count,200000,200000
Chamfer_mean,0.0047169595208636185,
Chamfer_rms,0.007335113116393707,
