metric,ref_to_tar,tar_to_ref
mean,0.0029848182036431416,0.00291580953040871
rms,0.0032440963298941486,0.0031395112919152834
std,0.0012708348786656803,0.0011638668027060942
p50,0.002943907872183884,0.002923326510264851
p90,0.00456047068619451,0.004405490205193228
p95,0.00520443469658685,0.004874168653666603
p99,0.006743065826868739,0.005823171872268488
max,0.009067069182805875,0.010040200307817564
count,200000,200000
Chamfer_mean,0.002950313867025926,
Chamfer_rms,0.003192232146139771,
