metric,ref_to_tar,tar_to_ref
mean,0.002545098658778652,0.0025386852953073863
rms,0.002783602350879818,0.0027729529598104203
std,0.0011273485995497371,0.0011155021688510603
p50,0.002420262785818224,0.002419976656512334
p90,0.004075373342100741,0.004054402563960885
p95,0.004627144830476973,0.0045882832154448975
p99,0.005614970522052275,0.0055572751203285895
max,0.00920128648307006,0.008299191651895842
count,200000,200000
Chamfer_mean,0.002541891977043019,
Chamfer_rms,0.0027782827578510636,
