metric,ref_to_tar,tar_to_ref
mean,0.0026989243793101776,0.0026973985416633736
rms,0.0029113452426476737,0.0029072087771073725
std,0.0010916676768377871,0.0010843910646636892
p50,0.0026072375061900344,0.0026134442931952844
p90,0.004160861570951639,0.004152063451066806
p95,0.004664531914909459,0.004642338379181137
p99,0.005611467792464388,0.0055559573466684355
max,0.008302088477377463,0.008372411226279278
count,200000,200000
Chamfer_mean,0.0026981614604867756,
Chamfer_rms,0.00290927774504063,
