metric,ref_to_tar,tar_to_ref
mean,0.005040152556269477,0.0034953395383010765
rms,0.008462738057214945,0.005290882137660796
std,0.006798146632322992,0.003971905752482969
p50,0.002542757139827572,0.0024873464265236173
p90,0.01937337767999566,0.004909813664762592
p95,0.023254131553079843,0.012206208874597764
p99,0.02646905096745054,0.022731961271855308
max,0.027607458958513954,0.02661638040958473
count,200000,200000
Chamfer_mean,0.004267746047285277,
Chamfer_rms,0.007057314263218419,
