metric,ref_to_tar,tar_to_ref
mean,0.006781659614514622,0.004017621053693632
rms,0.011497449981723312,0.005667983174336848
std,0.009284419688655331,0.003998093837503478
p50,0.003272823696150382,0.003152610210007823
p90,0.027197935282260343,0.0056802960103417505
p95,0.03194732624271169,0.012511139705852353
p99,0.035138939244546696,0.023802978337795395
max,0.03597399000782131,0.026849213042013955
count,200000,200000
Chamfer_mean,0.005399640334104127,
Chamfer_rms,0.009064143350223312,
