metric,ref_to_tar,tar_to_ref
mean,0.00453879901076178,0.0036821894756471464
rms,0.0066927834907551595,0.005023214652848113
std,0.0049186028904591094,0.0034167478856394107
p50,0.0029435531292777437,0.0028905662617327763
p90,0.013757202730062935,0.005156633459823071
p95,0.018417682417562472,0.011878101801953119
p99,0.021422623031190288,0.019147859704312122
max,0.02258296829756858,0.02240796391203929
count,200000,200000
Chamfer_mean,0.004110494243204463,
Chamfer_rms,0.005917179915412105,
