metric,ref_to_tar,tar_to_ref
mean,0.0026828967348415654,0.002676295030353602
rms,0.0029131775293160037,0.0029045308435984136
std,0.001135195325698692,0.0011286028229271472
p50,0.0025944421580306734,0.0025906076145385485
p90,0.004221145678701357,0.004203136522270636
p95,0.004729306641000738,0.004717131244964771
p99,0.005662364212546692,0.005624199848853868
max,0.008824770701653103,0.008747825044252167
count,200000,200000
Chamfer_mean,0.0026795958825975835,
Chamfer_rms,0.002908857399282939,
