metric,ref_to_tar,tar_to_ref
mean,0.0043793487214784,0.0039482740553743265
rms,0.0056581387373437365,0.004891123824629534
std,0.003582713880107546,0.002886905653379862
p50,0.003250476776374969,0.0031816130091984925
p90,0.008703572699635079,0.006581367103740827
p95,0.013411220327253533,0.011102350747982395
p99,0.016725167773015467,0.015663079740789423
max,0.018830288219898395,0.01783637836706531
count,200000,200000
Chamfer_mean,0.004163811388426364,
Chamfer_rms,0.005288554917881084,
