metric,ref_to_tar,tar_to_ref
mean,0.002699226559856865,0.002699367321844349
rms,0.002909678524329525,0.002908968711081397
std,0.0010864644925204488,0.0010842117061761654
p50,0.0026059975359797186,0.002608716782506285
p90,0.004163562419652484,0.004157491280730101
p95,0.004656192643234305,0.0046442017689183575
p99,0.005583522743520744,0.005575084180700624
max,0.009121965959577759,0.008624238383068476
count,200000,200000
Chamfer_mean,0.002699296940850607,
Chamfer_rms,0.002909323639352883,
