metric,ref_to_tar,tar_to_ref
mean,0.0023657718273154835,0.0027217664830983825
rms,0.0026225996732299863,0.003744557761714498
std,0.0011318801646404038,0.002571711500596159
p50,0.002231853761950184,0.002250352065281761
p90,0.003912524611564364,0.004141802173950208
p95,0.004431360573937797,0.005042371440038618
p99,0.0054386613120030606,0.01780588214782138
max,0.009101670402155747,0.027082562395101987
count,200000,200000
Chamfer_mean,0.002543769155206933,
Chamfer_rms,0.0032326260127675086,
