metric,ref_to_tar,tar_to_ref
mean,0.006161314737461791,0.0037140707341949087
rms,0.01064620624403764,0.0054802592528826475
std,0.008682160335799048,0.0040297543424137865
p50,0.0028080148442094196,0.002744399732072889
p90,0.025377127432200944,0.0050838598529411375
p95,0.02938538411261716,0.012611985390597812
p99,0.032117263837952006,0.023726584845692063
max,0.03293367369191034,0.026661712119909264
count,200000,200000
Chamfer_mean,0.00493769273582835,
Chamfer_rms,0.008466845601208042,
