metric,ref_to_tar,tar_to_ref
mean,0.006287315300916784,0.005650842557830368
rms,0.00739890188408354,0.006303124632077983
std,0.0039004378468516384,0.0027923750668778996
p50,0.005253711880599065,0.005168174446928783
p90,0.011633408182866666,0.007298777396587246
p95,0.017190776486218067,0.011343104508774949
p99,0.02065502729506135,0.017975910802733946
max,0.02227197241563163,0.021764629326216745
count,200000,200000
Chamfer_mean,0.0059690789293735756,
Chamfer_rms,0.006872886192052185,
